00174734,20200122000000,RAF 000,RA1 0000,RI1 0000,ERA 00000,CRA 00000,AT1  265,RH1 0510,PRS 10174,SLP 10191,WD1 059,WDM 048,WS1 008,WSM 013,WND 042,WNS 008,SOL 0162,WET 0,WBG  240,WEA 2
00174734,20200122000100,RAF 000,RA1 0000,RI1 0000,ERA 00000,CRA 00000,AT1  265,RH1 0509,PRS 10174,SLP 10191,WD1 058,WDM 068,WS1 012,WSM 020,WND 044,WNS 009,SOL 0160,WET 0,WBG  240,WEA 2
00174734,20200122000200,RAF 000,RA1 0000,RI1 0000,ERA 00000,CRA 00000,AT1  264,RH1 0508,PRS 10174,SLP 10191,WD1 062,WDM 055,WS1 010,WSM 014,WND 047,WNS 009,SOL 0157,WET 0,WBG  239,WEA 2
00174734,20200122000300,RAF 000,RA1 0000,RI1 0000,ERA 00000,CRA 00000,AT1  264,RH1 0509,PRS 10174,SLP 10191,WD1 053,WDM 071,WS1 012,WSM 019,WND 048,WNS 010,SOL 0154,WET 0,WBG  239,WEA 2
00174734,20200122000400,RAF 000,RA1 0000,RI1 0000,ERA 00000,CRA 00000,AT1  265,RH1 0508,PRS 10174,SLP 10191,WD1 053,WDM 059,WS1 008,WSM 014,WND 049,WNS 010,SOL 0153,WET 0,WBG  240,WEA 2
00174734,20200122000500,RAF 000,RA1 0000,RI1 0000,ERA 00000,CRA 00000,AT1  267,RH1 0510,PRS 10174,SLP 10191,WD1 076,WDM 098,WS1 001,WSM 004,WND 049,WNS 009,SOL 0154,WET 0,WBG  242,WEA 2
00174734,20200122000600,RAF 000,RA1 0000,RI1 0000,ERA 00000,CRA 00000,AT1  271,RH1 0504,PRS 10174,SLP 10191,WD1 097,WDM 129,WS1 007,WSM 015,WND 054,WNS 009,SOL 0155,WET 0,WBG  244,WEA 2
00174734,20200122000700,RAF 000,RA1 0000,RI1 0000,ERA 00000,CRA 00000,AT1  270,RH1 0499,PRS 10174,SLP 10191,WD1 095,WDM 110,WS1 009,WSM 016,WND 062,WNS 009,SOL 0160,WET 0,WBG  243,WEA 2
00174734,20200122000800,RAF 000,RA1 0000,RI1 0000,ERA 00000,CRA 00000,AT1  271,RH1 0499,PRS 10174,SLP 10191,WD1 068,WDM 050,WS1 006,WSM 009,WND 066,WNS 008,SOL 0165,WET 0,WBG  243,WEA 2
00174734,20200122000900,RAF 000,RA1 0000,RI1 0000,ERA 00000,CRA 00000,AT1  271,RH1 0497,PRS 10174,SLP 10191,WD1 136,WDM 128,WS1 009,WSM 015,WND 073,WNS 008,SOL 0162,WET 0,WBG  243,WEA 2
00174734,20200122001000,RAF 000,RA1 0000,RI1 0000,ERA 00000,CRA 00000,AT1  271,RH1 0495,PRS 10174,SLP 10191,WD1 105,WDM 085,WS1 012,WSM 016,WND 079,WNS 009,SOL 0159,WET 0,WBG  243,WEA 2
00174734,20200122001100,RAF 000,RA1 0000,RI1 0000,ERA 00000,CRA 00000,AT1  271,RH1 0492,PRS 10175,SLP 10192,WD1 129,WDM 128,WS1 011,WSM 014,WND 089,WNS 009,SOL 0162,WET 0,WBG  242,WEA 2
