00181290,20200116025400,RAF 000,RA1 0000,RI1 0000,ERA 00000,CRA 00000,AT1  331,RH1 0405,PRS 10143,SLP 10146,WD1 277,WDM 277,WS1 003,WSM 006,WND 236,WNS 003,SOL 0356,WET 0,WBG  274,WEA 0
00181290,20200116025300,RAF 000,RA1 0000,RI1 0000,ERA 00000,CRA 00000,AT1  332,RH1 0401,PRS 10143,SLP 10146,WD1 206,WDM 205,WS1 004,WSM 010,WND 235,WNS 003,SOL 0359,WET 0,WBG  274,WEA 0
00181290,20200116025200,RAF 000,RA1 0000,RI1 0000,ERA 00000,CRA 00000,AT1  333,RH1 0401,PRS 10143,SLP 10146,WD1 210,WDM 208,WS1 004,WSM 009,WND 242,WNS 003,SOL 0362,WET 0,WBG  275,WEA 0
00181290,20200116025100,RAF 000,RA1 0000,RI1 0000,ERA 00000,CRA 00000,AT1  333,RH1 0404,PRS 10143,SLP 10146,WD1 215,WDM 189,WS1 003,WSM 007,WND 253,WNS 003,SOL 0356,WET 0,WBG  275,WEA 0
00181290,20200116025000,RAF 000,RA1 0000,RI1 0000,ERA 00000,CRA 00000,AT1  331,RH1 0415,PRS 10143,SLP 10146,WD1 256,WDM 295,WS1 002,WSM 005,WND 260,WNS 003,SOL 0355,WET 0,WBG  277,WEA 0
00181290,20200116024900,RAF 000,RA1 0000,RI1 0000,ERA 00000,CRA 00000,AT1  330,RH1 0405,PRS 10143,SLP 10146,WD1 291,WDM 290,WS1 003,WSM 005,WND 267,WNS 003,SOL 0352,WET 1,WBG  273,WEA 1
00181290,20200116024800,RAF 000,RA1 0000,RI1 0000,ERA 00000,CRA 00000,AT1  330,RH1 0411,PRS 10143,SLP 10146,WD1 217,WDM 149,WS1 005,WSM 009,WND 274,WNS 003,SOL 0353,WET 1,WBG  275,WEA 1
00181290,20200116024700,RAF 000,RA1 0000,RI1 0000,ERA 00000,CRA 00000,AT1  329,RH1 0413,PRS 10143,SLP 10146,WD1 247,WDM 265,WS1 003,WSM 004,WND 292,WNS 003,SOL 0361,WET 1,WBG  275,WEA 1
00181290,20200116024600,RAF 000,RA1 0000,RI1 0000,ERA 00000,CRA 00000,AT1  330,RH1 0405,PRS 10143,SLP 10146,WD1 274,WDM 322,WS1 004,WSM 008,WND 310,WNS 003,SOL 0364,WET 1,WBG  273,WEA 1
00181290,20200116024500,RAF 000,RA1 0000,RI1 0000,ERA 00000,CRA 00000,AT1  330,RH1 0416,PRS 10144,SLP 10147,WD1 225,WDM 195,WS1 003,WSM 008,WND 312,WNS 003,SOL 0358,WET 1,WBG  276,WEA 1
00181290,20200116024400,RAF 000,RA1 0000,RI1 0000,ERA 00000,CRA 00000,AT1  329,RH1 0422,PRS 10144,SLP 10147,WD1 254,WDM 256,WS1 003,WSM 006,WND 313,WNS 003,SOL 0355,WET 1,WBG  277,WEA 1
00181290,20200116024300,RAF 000,RA1 0000,RI1 0000,ERA 00000,CRA 00000,AT1  328,RH1 0420,PRS 10144,SLP 10147,WD1 299,WDM 269,WS1 003,WSM 006,WND 300,WNS 004,SOL 0358,WET 1,WBG  275,WEA 1
00181290,20200116024200,RAF 000,RA1 0000,RI1 0000,ERA 00000,CRA 00000,AT1  326,RH1 0432,PRS 10144,SLP 10147,WD1 298,WDM 264,WS1 003,WSM 006,WND 293,WNS 004,SOL 0361,WET 1,WBG  277,WEA 1
00181290,20200116024100,RAF 000,RA1 0000,RI1 0000,ERA 00000,CRA 00000,AT1  323,RH1 0421,PRS 10144,SLP 10147,WD1 277,WDM 281,WS1 003,WSM 005,WND 270,WNS 004,SOL 0355,WET 1,WBG  272,WEA 1
00181290,20200116024000,RAF 000,RA1 0000,RI1 0000,ERA 00000,CRA 00000,AT1  322,RH1 0413,PRS 10144,SLP 10147,WD1 360,WDM*326,WS1 003,WSM 008,WND 280,WNS 004,SOL 0357,WET 0,WBG  269,WEA 0
00181290,20200116023900,RAF 000,RA1 0000,RI1 0000,ERA 00000,CRA 00000,AT1  323,RH1 0418,PRS 10144,SLP 10147,WD1 017,WDM 013,WS1 004,WSM 008,WND 264,WNS 004,SOL 0351,WET 0,WBG  271,WEA 0
00181290,20200116023800,RAF 000,RA1 0000,RI1 0000,ERA 00000,CRA 00000,AT1  322,RH1 0414,PRS 10144,SLP 10147,WD1 339,WDM 042,WS1 003,WSM 010,WND 248,WNS 004,SOL 0345,WET 0,WBG  269,WEA 0
00181290,20200116023700,RAF 000,RA1 0000,RI1 0000,ERA 00000,CRA 00000,AT1  323,RH1 0411,PRS 10145,SLP 10148,WD1 002,WDM 012,WS1 004,WSM 008,WND 252,WNS 004,SOL 0337,WET 0,WBG  269,WEA 0
