00181288,20200120000000,RAF 000,RA1 0000,RI1 0000,ERA 00000,CRA 00000,AT1  265,RH1 0593,PRS 10162,SLP 10167,WD1 244,WDM 255,WS1 006,WSM 013,WND 257,WNS 007,SOL 0099,WET 0,WBG  252,WEA 2
00181288,20200120000100,RAF 000,RA1 0000,RI1 0000,ERA 00000,CRA 00000,AT1  266,RH1 0596,PRS 10163,SLP 10168,WD1 240,WDM 254,WS1 007,WSM 012,WND 256,WNS 007,SOL 0101,WET 0,WBG  254,WEA 2
00181288,20200120000200,RAF 000,RA1 0000,RI1 0000,ERA 00000,CRA 00000,AT1  266,RH1 0595,PRS 10163,SLP 10168,WD1 255,WDM 268,WS1 008,WSM 014,WND 258,WNS 007,SOL 0106,WET 0,WBG  254,WEA 2
00181288,20200120000300,RAF 000,RA1 0000,RI1 0000,ERA 00000,CRA 00000,AT1  267,RH1 0595,PRS 10163,SLP 10168,WD1 256,WDM 240,WS1 005,WSM 010,WND 259,WNS 007,SOL 0107,WET 0,WBG  255,WEA 2
00181288,20200120000400,RAF 000,RA1 0000,RI1 0000,ERA 00000,CRA 00000,AT1  268,RH1 0598,PRS 10163,SLP 10168,WD1 228,WDM 216,WS1 003,WSM 005,WND 256,WNS 007,SOL 0109,WET 0,WBG  256,WEA 2
00181288,20200120000500,RAF 000,RA1 0000,RI1 0000,ERA 00000,CRA 00000,AT1  270,RH1 0597,PRS 10164,SLP 10169,WD1 233,WDM 243,WS1 006,WSM 009,WND 254,WNS 007,SOL 0111,WET 0,WBG  258,WEA 2
00181288,20200120000600,RAF 000,RA1 0000,RI1 0000,ERA 00000,CRA 00000,AT1  270,RH1 0592,PRS 10164,SLP 10169,WD1 228,WDM 228,WS1 006,WSM 010,WND 252,WNS 007,SOL 0112,WET 0,WBG  257,WEA 2
00181288,20200120000700,RAF 000,RA1 0000,RI1 0000,ERA 00000,CRA 00000,AT1  270,RH1 0590,PRS 10164,SLP 10169,WD1 225,WDM 251,WS1 005,WSM 009,WND 251,WNS 007,SOL 0118,WET 0,WBG  257,WEA 2
00181288,20200120000800,RAF 000,RA1 0000,RI1 0000,ERA 00000,CRA 00000,AT1  270,RH1 0589,PRS 10164,SLP 10169,WD1 227,WDM 243,WS1 005,WSM 008,WND 245,WNS 006,SOL 0122,WET 0,WBG  257,WEA 2
00181288,20200120000900,RAF 000,RA1 0000,RI1 0000,ERA 00000,CRA 00000,AT1  271,RH1 0588,PRS 10165,SLP 10170,WD1 226,WDM 228,WS1 006,WSM 009,WND 237,WNS 006,SOL 0124,WET 0,WBG  258,WEA 2
00181288,20200120001000,RAF 000,RA1 0000,RI1 0000,ERA 00000,CRA 00000,AT1  272,RH1 0585,PRS 10165,SLP 10170,WD1 226,WDM 249,WS1 005,WSM 011,WND 235,WNS 006,SOL 0127,WET 0,WBG  258,WEA 2
00181288,20200120001100,RAF 000,RA1 0000,RI1 0000,ERA 00000,CRA 00000,AT1  273,RH1 0588,PRS 10165,SLP 10170,WD1 213,WDM 233,WS1 004,WSM 007,WND 233,WNS 005,SOL 0131,WET 0,WBG  260,WEA 2
00181288,20200120001200,RAF 000,RA1 0000,RI1 0000,ERA 00000,CRA 00000,AT1  274,RH1 0585,PRS 10165,SLP 10170,WD1 231,WDM 250,WS1 004,WSM 007,WND 229,WNS 005,SOL 0132,WET 0,WBG  260,WEA 2
00181288,20200120001300,RAF 000,RA1 0000,RI1 0000,ERA 00000,CRA 00000,AT1  275,RH1 0583,PRS 10165,SLP 10170,WD1 214,WDM 222,WS1 003,WSM 006,WND 226,WNS 005,SOL 0134,WET 0,WBG  261,WEA 2
00181288,20200120001400,RAF 000,RA1 0000,RI1 0000,ERA 00000,CRA 00000,AT1  276,RH1 0580,PRS 10165,SLP 10170,WD1 262,WDM 256,WS1 005,WSM 011,WND 229,WNS 005,SOL 0135,WET 0,WBG  261,WEA 2
00181288,20200120001500,RAF 000,RA1 0000,RI1 0000,ERA 00000,CRA 00000,AT1  277,RH1 0577,PRS 10165,SLP 10170,WD1 251,WDM 307,WS1 004,WSM 010,WND 230,WNS 005,SOL 0137,WET 0,WBG  262,WEA 2
00181288,20200120001600,RAF 000,RA1 0000,RI1 0000,ERA 00000,CRA 00000,AT1  278,RH1 0578,PRS 10165,SLP 10170,WD1 223,WDM 245,WS1 005,WSM 007,WND 230,WNS 005,SOL 0139,WET 0,WBG  263,WEA 2
00181288,20200120001700,RAF 000,RA1 0000,RI1 0000,ERA 00000,CRA 00000,AT1  279,RH1 0575,PRS 10165,SLP 10170,WD1 219,WDM 222,WS1 005,WSM 007,WND 229,WNS 005,SOL 0141,WET 0,WBG  263,WEA 2
00181288,20200120001800,RAF 000,RA1 0000,RI1 0000,ERA 00000,CRA 00000,AT1  278,RH1 0573,PRS 10165,SLP 10170,WD1 231,WDM 242,WS1 006,WSM 008,WND 230,WNS 005,SOL 0143,WET 0,WBG  262,WEA 2
00181288,20200120001900,RAF 000,RA1 0000,RI1 0000,ERA 00000,CRA 00000,AT1  278,RH1 0570,PRS 10165,SLP 10170,WD1 228,WDM 269,WS1 004,WSM 006,WND 230,WNS 005,SOL 0147,WET 0,WBG  262,WEA 2
00181288,20200120002000,RAF 000,RA1 0000,RI1 0000,ERA 00000,CRA 00000,AT1  279,RH1 0570,PRS 10166,SLP 10171,WD1 233,WDM 275,WS1 004,WSM 008,WND 231,WNS 004,SOL 0151,WET 0,WBG  263,WEA 2
