00174729,20200204000000,LAT  145141,LON  1210045,ALT  0020,RSS -055,OIC 132,OIV 503,OOC 158,OOV 133,ORV 299,OPT  321,MOD 00,PBV 2,SPA 0,GPC 12,DOP 06,CID 8963418303021068613,PSN 00050565,HK1 0000000000000000,RAV 2.00,RPV 1.05
00174729,20200204000100,LAT  145141,LON  1210045,ALT  0018,RSS -055,OIC 133,OIV 499,OOC 158,OOV 133,ORV 299,OPT  322,MOD 00,PBV 2,SPA 0,GPC 12,DOP 06,CID 8963418303021068613,PSN 00050565,HK1 0000000000000000,RAV 2.00,RPV 1.05
00174729,20200204000200,LAT  145141,LON  1210045,ALT  0017,RSS -055,OIC 133,OIV 503,OOC 158,OOV 133,ORV 299,OPT  322,MOD 00,PBV 2,SPA 0,GPC 12,DOP 07,CID 8963418303021068613,PSN 00050565,HK1 0000000000000000,RAV 2.00,RPV 1.05
00174729,20200204000300,LAT  145141,LON  1210045,ALT  0018,RSS -055,OIC 133,OIV 501,OOC 158,OOV 133,ORV 299,OPT  322,MOD 00,PBV 2,SPA 0,GPC 12,DOP 06,CID 8963418303021068613,PSN 00050565,HK1 0000000000000000,RAV 2.00,RPV 1.05
00174729,20200204000400,LAT  145141,LON  1210045,ALT  0020,RSS -053,OIC 133,OIV 499,OOC 157,OOV 134,ORV 301,OPT  323,MOD 00,PBV 2,SPA 0,GPC 12,DOP 06,CID 8963418303021068613,PSN 00050565,HK1 0000000000000000,RAV 2.00,RPV 1.05
00174729,20200204000500,LAT  145141,LON  1210045,ALT  0020,RSS -055,OIC 133,OIV 503,OOC 157,OOV 134,ORV 301,OPT  323,MOD 00,PBV 2,SPA 0,GPC 12,DOP 06,CID 8963418303021068613,PSN 00050565,HK1 0000000000000000,RAV 2.00,RPV 1.05
00174729,20200204000600,LAT  145141,LON  1210045,ALT  0021,RSS -053,OIC 133,OIV 502,OOC 157,OOV 135,ORV 297,OPT  324,MOD 00,PBV 2,SPA 0,GPC 12,DOP 06,CID 8963418303021068613,PSN 00050565,HK1 0000000000000000,RAV 2.00,RPV 1.05
00174729,20200204000700,LAT  145141,LON  1210045,ALT  0022,RSS -053,OIC 133,OIV 502,OOC 156,OOV 135,ORV 299,OPT  325,MOD 00,PBV 2,SPA 1,GPC 12,DOP 06,CID 8963418303021068613,PSN 00050565,HK1 0000000000000000,RAV 2.00,RPV 1.05
00174729,20200204000800,LAT  145141,LON  1210045,ALT  0023,RSS -053,OIC 132,OIV 500,OOC 156,OOV 135,ORV 305,OPT  325,MOD 00,PBV 2,SPA 1,GPC 12,DOP 06,CID 8963418303021068613,PSN 00050565,HK1 0000000000000000,RAV 2.00,RPV 1.05
00174729,20200204000900,LAT  145141,LON  1210045,ALT  0022,RSS -053,OIC 132,OIV 500,OOC 156,OOV 136,ORV 300,OPT  325,MOD 00,PBV 2,SPA 0,GPC 12,DOP 06,CID 8963418303021068613,PSN 00050565,HK1 0000000000000000,RAV 2.00,RPV 1.05
00174729,20200204001000,LAT  145141,LON  1210045,ALT  0022,RSS -053,OIC 132,OIV 503,OOC 156,OOV 136,ORV 300,OPT  326,MOD 00,PBV 2,SPA 0,GPC 12,DOP 07,CID 8963418303021068613,PSN 00050565,HK1 0000000000000000,RAV 2.00,RPV 1.05
00174729,20200204001100,LAT  145141,LON  1210045,ALT  0023,RSS -053,OIC 132,OIV 500,OOC 156,OOV 136,ORV 300,OPT  326,MOD 00,PBV 2,SPA 0,GPC 12,DOP 06,CID 8963418303021068613,PSN 00050565,HK1 0000000000000000,RAV 2.00,RPV 1.05
00174729,20200204001200,LAT  145141,LON  1210044,ALT  0023,RSS -055,OIC 132,OIV 497,OOC 155,OOV 136,ORV 301,OPT  327,MOD 00,PBV 2,SPA 1,GPC 12,DOP 07,CID 8963418303021068613,PSN 00050565,HK1 0000000000000000,RAV 2.00,RPV 1.05
00174729,20200204001300,LAT  145141,LON  1210044,ALT  0023,RSS -055,OIC 132,OIV 498,OOC 155,OOV 136,ORV 300,OPT  328,MOD 00,PBV 2,SPA 0,GPC 12,DOP 06,CID 8963418303021068613,PSN 00050565,HK1 0000000000000000,RAV 2.00,RPV 1.05
00174729,20200204001400,LAT  145141,LON  1210044,ALT  0022,RSS -057,OIC 133,OIV 500,OOC 155,OOV 136,ORV 300,OPT  328,MOD 00,PBV 2,SPA 0,GPC 12,DOP 07,CID 8963418303021068613,PSN 00050565,HK1 0000000000000000,RAV 2.00,RPV 1.05
00174729,20200204001500,LAT  145141,LON  1210044,ALT  0022,RSS -055,OIC 132,OIV 501,OOC 155,OOV 136,ORV 301,OPT  329,MOD 00,PBV 2,SPA 1,GPC 12,DOP 06,CID 8963418303021068613,PSN 00050565,HK1 0000000000000000,RAV 2.00,RPV 1.05
00174729,20200204001600,LAT  145141,LON  1210044,ALT  0023,RSS -053,OIC 133,OIV 502,OOC 155,OOV 137,ORV 300,OPT  329,MOD 00,PBV 2,SPA 0,GPC 12,DOP 07,CID 8963418303021068613,PSN 00050565,HK1 0000000000000000,RAV 2.00,RPV 1.05
00174729,20200204001700,LAT  145141,LON  1210044,ALT  0025,RSS -053,OIC 133,OIV 501,OOC 155,OOV 137,ORV 299,OPT  330,MOD 00,PBV 2,SPA 0,GPC 12,DOP 06,CID 8963418303021068613,PSN 00050565,HK1 0000000000000000,RAV 2.00,RPV 1.05
00174729,20200204001800,LAT  145141,LON  1210044,ALT  0027,RSS -053,OIC 133,OIV 503,OOC 155,OOV 137,ORV 300,OPT  331,MOD 00,PBV 2,SPA 0,GPC 12,DOP 06,CID 8963418303021068613,PSN 00050565,HK1 0000000000000000,RAV 2.00,RPV 1.05
00174729,20200204001900,LAT  145141,LON  1210044,ALT  0024,RSS -053,OIC 134,OIV 500,OOC 154,OOV 138,ORV 300,OPT  331,MOD 00,PBV 2,SPA 0,GPC 12,DOP 07,CID 8963418303021068613,PSN 00050565,HK1 0000000000000000,RAV 2.00,RPV 1.05
00174729,20200204002000,LAT  145141,LON  1210044,ALT  0024,RSS -055,OIC 133,OIV 501,OOC 154,OOV 137,ORV 302,OPT  333,MOD 00,PBV 2,SPA 0,GPC 12,DOP 06,CID 8963418303021068613,PSN 00050565,HK1 0000000000000000,RAV 2.00,RPV 1.05
00174729,20200204002100,LAT  145141,LON  1210044,ALT  0023,RSS -053,OIC 134,OIV 501,OOC 154,OOV 136,ORV 300,OPT  333,MOD 00,PBV 2,SPA 1,GPC 12,DOP 06,CID 8963418303021068613,PSN 00050565,HK1 0000000000000000,RAV 2.00,RPV 1.05
00174729,20200204002200,LAT  145141,LON  1210044,ALT  0020,RSS -053,OIC 133,OIV 500,OOC 154,OOV 136,ORV 300,OPT  333,MOD 00,PBV 2,SPA 1,GPC 12,DOP 06,CID 8963418303021068613,PSN 00050565,HK1 0000000000000000,RAV 2.00,RPV 1.05
00174729,20200204002300,LAT  145141,LON  1210045,ALT  0018,RSS -055,OIC 133,OIV 504,OOC 154,OOV 136,ORV 299,OPT  335,MOD 00,PBV 2,SPA 0,GPC 12,DOP 06,CID 8963418303021068613,PSN 00050565,HK1 0000000000000000,RAV 2.00,RPV 1.05
00174729,20200204002400,LAT  145141,LON  1210045,ALT  0015,RSS -055,OIC 133,OIV 500,OOC 154,OOV 137,ORV 300,OPT  335,MOD 00,PBV 2,SPA 0,GPC 12,DOP 06,CID 8963418303021068613,PSN 00050565,HK1 0000000000000000,RAV 2.00,RPV 1.05
00174729,20200204002500,LAT  145141,LON  1210045,ALT  0015,RSS -055,OIC 133,OIV 499,OOC 154,OOV 139,ORV 299,OPT  336,MOD 00,PBV 2,SPA 1,GPC 12,DOP 06,CID 8963418303021068613,PSN 00050565,HK1 0000000000000000,RAV 2.00,RPV 1.05
00174729,20200204002600,LAT  145141,LON  1210045,ALT  0017,RSS -055,OIC 133,OIV 508,OOC 154,OOV 139,ORV 299,OPT  337,MOD 00,PBV 2,SPA 1,GPC 12,DOP 06,CID 8963418303021068613,PSN 00050565,HK1 0000000000000000,RAV 2.00,RPV 1.05
00174729,20200204002700,LAT  145141,LON  1210044,ALT  0019,RSS -055,OIC 133,OIV 504,OOC 154,OOV 137,ORV 300,OPT  337,MOD 00,PBV 2,SPA 1,GPC 12,DOP 06,CID 8963418303021068613,PSN 00050565,HK1 0000000000000000,RAV 2.00,RPV 1.05
00174729,20200204002800,LAT  145141,LON  1210044,ALT  0020,RSS -055,OIC 133,OIV 502,OOC 154,OOV 137,ORV 299,OPT  338,MOD 00,PBV 2,SPA 1,GPC 12,DOP 06,CID 8963418303021068613,PSN 00050565,HK1 0000000000000000,RAV 2.00,RPV 1.05
00174729,20200204002900,LAT  145141,LON  1210044,ALT  0021,RSS -055,OIC 133,OIV 502,OOC 154,OOV 137,ORV 299,OPT  339,MOD 00,PBV 2,SPA 1,GPC 12,DOP 06,CID 8963418303021068613,PSN 00050565,HK1 0000000000000000,RAV 2.00,RPV 1.05
