00181285,EVNT,P-POTEKA,20190718084729,02,E,SPT 1400,SPP 62795,STR 00040
00181285,EVNT,P-POTEKA,20190718084724,02,E,SPT 1600,SPP 62795,STR 00040
00181285,EVNT,P-POTEKA,20190718084719,02,E,SPT 0850,SPP 62795,STR 00040
00181285,EVNT,P-POTEKA,20190718084714,02,E,SPT 4150,SPP 62795,STR 00040
00181285,EVNT,P-POTEKA,20190718084709,02,E,SPT 3950,SPP 62795,STR 00040
00181285,EVNT,P-POTEKA,20190718084704,02,E,SPT 0750,SPP 62795,STR 00040
00181285,EVNT,P-POTEKA,20190718084729,02,E,SPT 1400,SPP 62795,STR 00040
00181285,EVNT,P-POTEKA,20190718084724,02,E,SPT 1600,SPP 62795,STR 00040
00181285,EVNT,P-POTEKA,20190718084719,02,E,SPT 0850,SPP 62795,STR 00040
00181285,EVNT,P-POTEKA,20190718084714,02,E,SPT 4150,SPP 62795,STR 00040
00181285,EVNT,P-POTEKA,20190718084709,02,E,SPT 3950,SPP 62795,STR 00040
00181285,EVNT,P-POTEKA,20190718084704,02,E,SPT 0750,SPP 62795,STR 00040
00181285,EVNT,P-POTEKA,20190718084759,02,E,SPT 2500,SPP 62795,STR 00040
00181285,EVNT,P-POTEKA,20190718084754,02,E,SPT 0250,SPP 62795,STR 00040
00181285,EVNT,P-POTEKA,20190718084749,02,E,SPT 2900,SPP 62795,STR 00040
00181285,EVNT,P-POTEKA,20190718084744,02,E,SPT 0700,SPP 62795,STR 00040
00181285,EVNT,P-POTEKA,20190718084739,02,E,SPT 0350,SPP 62795,STR 00040
00181285,EVNT,P-POTEKA,20190718084734,02,E,SPT 3850,SPP 62795,STR 00040
