00174732,20200129000000,FEM 0000 0000 0000 0000 0000 000F 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 FFFF 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0001 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
00174732,20200129000100,FEM 0000 0013 0002 0000 0006 0000 0000 FFFF 0000 0008 FFFD 0000 0000 0000 FFFE 000A 000F 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0001 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 FFFF
00174732,20200129000300,FEM 0019 0013 0018 001B 0018 0012 0009 0009 0010 0010 0009 FFFD 0001 0001 0003 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0002 0002 0000 0000 0001 0000 0000 0000 0001 0003 0006 0009 0005 0002 0001 0001 FFFF 0000 0002 FFFF 0000 0000 0000 0000 0000 0008 0005 0003 000F 000A 002F 000E 0002 002D
00174732,20200129000200,FEM 0003 0009 0007 0002 0006 0002 0000 0000 0000 0000 0000 0000 0000 0000 0007 0006 0005 0008 0002 0004 0007 0004 0005 0004 0004 FFFD 0000 0004 001B FFFD 0003 0006 0002 0007 0011 001C 004C 0047 0041 0032 0022 0018 0022 0021 0031 005C 0057 0068 0027 0024 0027 001C 000D 0012 001B 0016 0015 0016 001A 0050
00174732,20200129000400,FEM 0035 003A 0040 003E 0075 008F 008F 0075 0067 0066 0061 0057 0058 005A 0067 000E 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0017 001A FFFD 0004 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0001
00174732,20200129000500,FEM 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0016 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0001 0001 0001 0001 0002 0002 FFFD 0003 0006 0000 0007 0006 0005 0006 0005 0001 FFFE FFFE FFFE 0000 0002 0003 0003 0004
00174732,20200129000600,FEM 0005 0006 0005 0006 000E 0005 0004 0004 0023 0000 0000 0000 0000 0000 0000 0000 0000 0000 FFFF FFFF FFFF FFFE FFFF 0000 0000 FFFF FFFD 0003 0009 0007 0006 0001 0008 FFFE 0002 0000 FFFE FFFD FFFD FFFE 0000 FFFD 000F FFFD FFFF 0001 FFFE FFFE FFFE 0018 FFFE FFFE FFFE 0005 0027 0001 0004 0002 0002 0001
00174732,20200129000700,FEM FFFF 001B 0000 0001 0000 FFFD 0019 0002 0006 0003 0029 0001 0005 0005 0006 0005 0000 0000 0000 0000 0000 0000 0000 0000 0001 0004 0005 0000 0000 FFFF 0009 0009 0009 FFFE 0009 0008 FFFF 0003 0002 0003 0005 0007 0007 0005 0001 000D 0001 FFFD 002D 002B 0000 0000 0000 000C 00A9 00D3 001D FFFD 0004 0003
00174732,20200129000800,FEM 0014 0012 0016 0020 001D 0029 0018 000F 000A 0006 0002 0002 0005 000E 0093 0001 0005 000A 0008 0007 0005 0001 0001 0000 0000 FFFF 0001 0005 0006 0014 FFFE 0000 0000 0000 0000 0000 000C 0051 0069 0057 0057 0050 0042 003F 0038 0033 0035 002C 0026 0023 001F 001E 0023 001C 0014 0016 0017 0015 0015 0015
00174732,20200129000900,FEM 0038 004E 001C 0008 0027 0047 0035 003B 001A FFFD 0000 0000 FFFF 0000 0000 0000 0000 0000 0004 000D 000E 0003 0000 000B 0003 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 FFFF 0000 0000 0000 FFFD 0000 0000 0000 0000
