00173457,20200125000000,LAT  146471,LON  1210721,ALT  0083,RSS -087,OIC 132,OIV 499,OOC 149,OOV 134,ORV 300,OPT  332,MOD 00,PBV 2,SPA 0,GPC 12,DOP 06,CID 8963031821512019103,PSN 00050552,HK1 0000000000000000,RAV 2.00,RPV 1.10
00173457,20200125000100,LAT  146471,LON  1210721,ALT  0081,RSS -083,OIC 132,OIV 500,OOC 149,OOV 134,ORV 300,OPT  332,MOD 00,PBV 2,SPA 0,GPC 12,DOP 06,CID 8963031821512019103,PSN 00050552,HK1 0000000000000000,RAV 2.00,RPV 1.10
00173457,20200125000200,LAT  146471,LON  1210721,ALT  0080,RSS -085,OIC 132,OIV 504,OOC 150,OOV 133,ORV 299,OPT  333,MOD 00,PBV 2,SPA 0,GPC 12,DOP 06,CID 8963031821512019103,PSN 00050552,HK1 0000000000000000,RAV 2.00,RPV 1.10
00173457,20200125000300,LAT  146471,LON  1210721,ALT  0077,RSS -085,OIC 132,OIV 499,OOC 150,OOV 134,ORV 299,OPT  334,MOD 00,PBV 2,SPA 1,GPC 12,DOP 06,CID 8963031821512019103,PSN 00050552,HK1 0000000000000000,RAV 2.00,RPV 1.10
00173457,20200125000400,LAT  146471,LON  1210721,ALT  0078,RSS -085,OIC 132,OIV 502,OOC 150,OOV 134,ORV 302,OPT  334,MOD 00,PBV 2,SPA 0,GPC 12,DOP 06,CID 8963031821512019103,PSN 00050552,HK1 0000000000000000,RAV 2.00,RPV 1.10
00173457,20200125000500,LAT  146471,LON  1210722,ALT  0077,RSS -085,OIC 132,OIV 502,OOC 150,OOV 133,ORV 298,OPT  335,MOD 00,PBV 2,SPA 1,GPC 12,DOP 06,CID 8963031821512019103,PSN 00050552,HK1 0000000000000000,RAV 2.00,RPV 1.10
00173457,20200125000600,LAT  146471,LON  1210721,ALT  0075,RSS -085,OIC 132,OIV 501,OOC 150,OOV 133,ORV 301,OPT  336,MOD 00,PBV 2,SPA 1,GPC 12,DOP 06,CID 8963031821512019103,PSN 00050552,HK1 0000000000000000,RAV 2.00,RPV 1.10
00173457,20200125000700,LAT  146471,LON  1210721,ALT  0076,RSS -085,OIC 132,OIV 502,OOC 150,OOV 133,ORV 298,OPT  336,MOD 00,PBV 2,SPA 1,GPC 12,DOP 06,CID 8963031821512019103,PSN 00050552,HK1 0000000000000000,RAV 2.00,RPV 1.10
00173457,20200125000800,LAT  146471,LON  1210721,ALT  0078,RSS -085,OIC 132,OIV 496,OOC 150,OOV 134,ORV 299,OPT  337,MOD 00,PBV 2,SPA 0,GPC 12,DOP 06,CID 8963031821512019103,PSN 00050552,HK1 0000000000000000,RAV 2.00,RPV 1.10
00173457,20200125000900,LAT  146471,LON  1210721,ALT  0080,RSS -085,OIC 132,OIV 500,OOC 150,OOV 133,ORV 300,OPT  337,MOD 00,PBV 2,SPA 1,GPC 12,DOP 06,CID 8963031821512019103,PSN 00050552,HK1 0000000000000000,RAV 2.00,RPV 1.10
00173457,20200125001000,LAT  146471,LON  1210721,ALT  0079,RSS -085,OIC 132,OIV 501,OOC 150,OOV 133,ORV 300,OPT  338,MOD 00,PBV 2,SPA 1,GPC 12,DOP 05,CID 8963031821512019103,PSN 00050552,HK1 0000000000000000,RAV 2.00,RPV 1.10
00173457,20200125001100,LAT  146471,LON  1210721,ALT  0078,RSS -085,OIC 132,OIV 500,OOC 150,OOV 133,ORV 300,OPT  338,MOD 00,PBV 2,SPA 1,GPC 12,DOP 05,CID 8963031821512019103,PSN 00050552,HK1 0000000000000000,RAV 2.00,RPV 1.10
00173457,20200125001200,LAT  146471,LON  1210721,ALT  0077,RSS -085,OIC 132,OIV 500,OOC 150,OOV 133,ORV 300,OPT  339,MOD 00,PBV 2,SPA 0,GPC 12,DOP 06,CID 8963031821512019103,PSN 00050552,HK1 0000000000000000,RAV 2.00,RPV 1.10
00173457,20200125001300,LAT  146471,LON  1210721,ALT  0075,RSS -085,OIC 132,OIV 501,OOC 150,OOV 133,ORV 300,OPT  339,MOD 00,PBV 2,SPA 1,GPC 12,DOP 05,CID 8963031821512019103,PSN 00050552,HK1 0000000000000000,RAV 2.00,RPV 1.10
00173457,20200125001400,LAT  146471,LON  1210721,ALT  0074,RSS -083,OIC 132,OIV 501,OOC 150,OOV 133,ORV 302,OPT  340,MOD 00,PBV 2,SPA 1,GPC 12,DOP 05,CID 8963031821512019103,PSN 00050552,HK1 0000000000000000,RAV 2.00,RPV 1.10
00173457,20200125001500,LAT  146471,LON  1210721,ALT  0072,RSS -083,OIC 132,OIV 501,OOC 150,OOV 133,ORV 299,OPT  340,MOD 00,PBV 2,SPA 0,GPC 12,DOP 06,CID 8963031821512019103,PSN 00050552,HK1 0000000000000000,RAV 2.00,RPV 1.10
00173457,20200125001600,LAT  146471,LON  1210721,ALT  0073,RSS -085,OIC 132,OIV 500,OOC 150,OOV 133,ORV 300,OPT  341,MOD 00,PBV 2,SPA 0,GPC 12,DOP 06,CID 8963031821512019103,PSN 00050552,HK1 0000000000000000,RAV 2.00,RPV 1.10
00173457,20200125001700,LAT  146471,LON  1210721,ALT  0072,RSS -085,OIC 132,OIV 501,OOC 150,OOV 134,ORV 299,OPT  341,MOD 00,PBV 2,SPA 1,GPC 12,DOP 06,CID 8963031821512019103,PSN 00050552,HK1 0000000000000000,RAV 2.00,RPV 1.10
00173457,20200125001800,LAT  146471,LON  1210721,ALT  0071,RSS -085,OIC 132,OIV 499,OOC 150,OOV 134,ORV 300,OPT  342,MOD 00,PBV 2,SPA 1,GPC 12,DOP 06,CID 8963031821512019103,PSN 00050552,HK1 0000000000000000,RAV 2.00,RPV 1.10
00173457,20200125001900,LAT  146471,LON  1210721,ALT  0071,RSS  000,OIC 132,OIV 500,OOC 150,OOV 134,ORV 300,OPT  342,MOD 00,PBV 2,SPA 1,GPC 12,DOP 06,CID 8963031821512019103,PSN 00050552,HK1 0000000000000000,RAV 2.00,RPV 1.10
00173457,20200125002000,LAT  146471,LON  1210721,ALT  0073,RSS -085,OIC 132,OIV 501,OOC 150,OOV 134,ORV 303,OPT  343,MOD 00,PBV 2,SPA 0,GPC 12,DOP 06,CID 8963031821512019103,PSN 00050552,HK1 0000000000000000,RAV 2.00,RPV 1.10
00173457,20200125002100,LAT  146471,LON  1210721,ALT  0074,RSS -085,OIC 132,OIV 501,OOC 150,OOV 134,ORV 299,OPT  344,MOD 00,PBV 2,SPA 1,GPC 12,DOP 06,CID 8963031821512019103,PSN 00050552,HK1 0000000000000000,RAV 2.00,RPV 1.10
00173457,20200125002200,LAT  146471,LON  1210721,ALT  0072,RSS -085,OIC 132,OIV 499,OOC 149,OOV 134,ORV 300,OPT  344,MOD 00,PBV 2,SPA 1,GPC 12,DOP 06,CID 8963031821512019103,PSN 00050552,HK1 0000000000000000,RAV 2.00,RPV 1.10
00173457,20200125002300,LAT  146471,LON  1210721,ALT  0071,RSS -085,OIC 133,OIV 506,OOC 149,OOV 135,ORV 300,OPT  345,MOD 00,PBV 2,SPA 0,GPC 12,DOP 06,CID 8963031821512019103,PSN 00050552,HK1 0000000000000000,RAV 2.00,RPV 1.10
