00181287,EVNT,P-POTEKA,20190528024429,02,E,SPT 3450,SPP 52211,STR 00040
00181287,EVNT,P-POTEKA,20190528024424,02,E,SPT 4000,SPP 52211,STR 00040
00181287,EVNT,P-POTEKA,20190528024419,02,E,SPT 4100,SPP 52211,STR 00040
00181287,EVNT,P-POTEKA,20190528024414,02,E,SPT 3100,SPP 52210,STR 00040
00181287,EVNT,P-POTEKA,20190528024409,02,E,SPT 2550,SPP 52211,STR 00040
00181287,EVNT,P-POTEKA,20190528024404,02,E,SPT 0450,SPP 52210,STR 00040
00181287,EVNT,P-POTEKA,20190528024429,02,E,SPT 3450,SPP 52211,STR 00040
00181287,EVNT,P-POTEKA,20190528024424,02,E,SPT 4000,SPP 52211,STR 00040
00181287,EVNT,P-POTEKA,20190528024419,02,E,SPT 4100,SPP 52211,STR 00040
00181287,EVNT,P-POTEKA,20190528024414,02,E,SPT 3100,SPP 52210,STR 00040
00181287,EVNT,P-POTEKA,20190528024409,02,E,SPT 2550,SPP 52211,STR 00040
00181287,EVNT,P-POTEKA,20190528024404,02,E,SPT 0450,SPP 52210,STR 00040
00181287,EVNT,P-POTEKA,20190528024459,02,E,SPT 2500,SPP 52210,STR 00040
00181287,EVNT,P-POTEKA,20190528024454,02,E,SPT 1500,SPP 52211,STR 00040
00181287,EVNT,P-POTEKA,20190528024449,02,E,SPT 2900,SPP 52211,STR 00040
00181287,EVNT,P-POTEKA,20190528024444,02,E,SPT 0600,SPP 52211,STR 00040
00181287,EVNT,P-POTEKA,20190528024439,02,E,SPT 4850,SPP 52211,STR 00040
00181287,EVNT,P-POTEKA,20190528024434,02,E,SPT 4600,SPP 52211,STR 00040
