00181286,EVNT,P-POTEKA,20191011104519,02,E,SPT 3950,SPP 62659,STR 00040
00181286,EVNT,P-POTEKA,20191011104514,02,E,SPT 0800,SPP 62659,STR 00040
00181286,EVNT,P-POTEKA,20191011104509,02,E,SPT 3850,SPP 62659,STR 00040
00181286,EVNT,P-POTEKA,20191011104504,02,E,SPT 1950,SPP 62659,STR 00040
00181286,EVNT,P-POTEKA,20191011104519,02,E,SPT 3950,SPP 62659,STR 00040
00181286,EVNT,P-POTEKA,20191011104514,02,E,SPT 0800,SPP 62659,STR 00040
00181286,EVNT,P-POTEKA,20191011104509,02,E,SPT 3850,SPP 62659,STR 00040
00181286,EVNT,P-POTEKA,20191011104504,02,E,SPT 1950,SPP 62659,STR 00040
00181286,EVNT,P-POTEKA,20191011104559,02,E,SPT 3750,SPP 62659,STR 00040
00181286,EVNT,P-POTEKA,20191011104554,02,E,SPT 2350,SPP 62659,STR 00040
00181286,EVNT,P-POTEKA,20191011104549,02,E,SPT 2750,SPP 62659,STR 00040
00181286,EVNT,P-POTEKA,20191011104544,02,E,SPT 2300,SPP 62658,STR 00040
00181286,EVNT,P-POTEKA,20191011104539,02,E,SPT 1100,SPP 62659,STR 00040
00181286,EVNT,P-POTEKA,20191011104534,02,E,SPT 2450,SPP 62659,STR 00040
00181286,EVNT,P-POTEKA,20191011104529,02,E,SPT 1500,SPP 62659,STR 00040
00181286,EVNT,P-POTEKA,20191011104524,02,E,SPT 0850,SPP 62659,STR 00040
00181286,EVNT,P-POTEKA,20191011104559,02,E,SPT 3750,SPP 62659,STR 00040
00181286,EVNT,P-POTEKA,20191011104554,02,E,SPT 2350,SPP 62659,STR 00040
00181286,EVNT,P-POTEKA,20191011104549,02,E,SPT 2750,SPP 62659,STR 00040
00181286,EVNT,P-POTEKA,20191011104544,02,E,SPT 2300,SPP 62658,STR 00040
00181286,EVNT,P-POTEKA,20191011104539,02,E,SPT 1100,SPP 62659,STR 00040
00181286,EVNT,P-POTEKA,20191011104534,02,E,SPT 2450,SPP 62659,STR 00040
00181286,EVNT,P-POTEKA,20191011104529,02,E,SPT 1500,SPP 62659,STR 00040
00181286,EVNT,P-POTEKA,20191011104524,02,E,SPT 0850,SPP 62659,STR 00040
